"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"3077","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090548303","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5483","50090-5483-3","50090-5483_c3dcb7c8-32ef-4f12-9144-c73dcdc4a49a","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","A-S Medication Solutions","500","mg/1","","N","20241231"
"3078","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090548304","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5483","50090-5483-4","50090-5483_c3dcb7c8-32ef-4f12-9144-c73dcdc4a49a","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","A-S Medication Solutions","500","mg/1","","N","20241231"
"3079","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090548305","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5483","50090-5483-5","50090-5483_c3dcb7c8-32ef-4f12-9144-c73dcdc4a49a","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","A-S Medication Solutions","500","mg/1","","N","20241231"
"3080","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090548307","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5483","50090-5483-7","50090-5483_c3dcb7c8-32ef-4f12-9144-c73dcdc4a49a","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","A-S Medication Solutions","500","mg/1","","N","20241231"
"3081","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090548308","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5483","50090-5483-8","50090-5483_c3dcb7c8-32ef-4f12-9144-c73dcdc4a49a","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, COATED","ORAL","20200812","","ANDA","ANDA208921","A-S Medication Solutions","500","mg/1","","N","20241231"
"3082","PENICILLIN V POTASSIUM","Penicillin V Potassium","50090554300","Penicillin-class Antibacterial [EPC], Penicillins [CS]","50090-5543","50090-5543-0","50090-5543_9a43c172-e359-48f7-813d-1ba3c70a522e","HUMAN PRESCRIPTION DRUG","Penicillin V Potassium","","TABLET, FILM COATED","ORAL","20080429","","ANDA","ANDA065435","A-S Medication Solutions","500","mg/1","","N","20241231"
"3083","PENICILLIN V POTASSIUM","Penicillin V Potassium","50090554301","Penicillin-class Antibacterial [EPC], Penicillins [CS]","50090-5543","50090-5543-1","50090-5543_9a43c172-e359-48f7-813d-1ba3c70a522e","HUMAN PRESCRIPTION DRUG","Penicillin V Potassium","","TABLET, FILM COATED","ORAL","20080429","","ANDA","ANDA065435","A-S Medication Solutions","500","mg/1","","N","20241231"
"3084","PENICILLIN V POTASSIUM","Penicillin V Potassium","50090554302","Penicillin-class Antibacterial [EPC], Penicillins [CS]","50090-5543","50090-5543-2","50090-5543_9a43c172-e359-48f7-813d-1ba3c70a522e","HUMAN PRESCRIPTION DRUG","Penicillin V Potassium","","TABLET, FILM COATED","ORAL","20080429","","ANDA","ANDA065435","A-S Medication Solutions","500","mg/1","","N","20241231"
"3085","PENICILLIN V POTASSIUM","Penicillin V Potassium","50090554304","Penicillin-class Antibacterial [EPC], Penicillins [CS]","50090-5543","50090-5543-4","50090-5543_9a43c172-e359-48f7-813d-1ba3c70a522e","HUMAN PRESCRIPTION DRUG","Penicillin V Potassium","","TABLET, FILM COATED","ORAL","20080429","","ANDA","ANDA065435","A-S Medication Solutions","500","mg/1","","N","20241231"
"3086","PENICILLIN V POTASSIUM","Penicillin V Potassium","50090554305","Penicillin-class Antibacterial [EPC], Penicillins [CS]","50090-5543","50090-5543-5","50090-5543_9a43c172-e359-48f7-813d-1ba3c70a522e","HUMAN PRESCRIPTION DRUG","Penicillin V Potassium","","TABLET, FILM COATED","ORAL","20080429","","ANDA","ANDA065435","A-S Medication Solutions","500","mg/1","","N","20241231"
"3087","PENICILLIN V POTASSIUM","Penicillin V Potassium","50090554306","Penicillin-class Antibacterial [EPC], Penicillins [CS]","50090-5543","50090-5543-6","50090-5543_9a43c172-e359-48f7-813d-1ba3c70a522e","HUMAN PRESCRIPTION DRUG","Penicillin V Potassium","","TABLET, FILM COATED","ORAL","20080429","","ANDA","ANDA065435","A-S Medication Solutions","500","mg/1","","N","20241231"
"3088","HYDROXYCHLOROQUINE SULFATE","Hydroxychloroquine sulfate","50090557300","Antimalarial [EPC], Antirheumatic Agent [EPC]","50090-5573","50090-5573-0","50090-5573_8ca0749d-9855-48cd-bbcc-f28a24fd9513","HUMAN PRESCRIPTION DRUG","Hydroxychloroquine sulfate","","TABLET, FILM COATED","ORAL","20191001","","ANDA","ANDA040657","A-S Medication Solutions","200","mg/1","","N","20241231"
"3089","HYDROXYCHLOROQUINE SULFATE","Hydroxychloroquine sulfate","50090557301","Antimalarial [EPC], Antirheumatic Agent [EPC]","50090-5573","50090-5573-1","50090-5573_8ca0749d-9855-48cd-bbcc-f28a24fd9513","HUMAN PRESCRIPTION DRUG","Hydroxychloroquine sulfate","","TABLET, FILM COATED","ORAL","20191001","","ANDA","ANDA040657","A-S Medication Solutions","200","mg/1","","N","20241231"
"3090","HYDROXYCHLOROQUINE SULFATE","Hydroxychloroquine sulfate","50090557302","Antimalarial [EPC], Antirheumatic Agent [EPC]","50090-5573","50090-5573-2","50090-5573_8ca0749d-9855-48cd-bbcc-f28a24fd9513","HUMAN PRESCRIPTION DRUG","Hydroxychloroquine sulfate","","TABLET, FILM COATED","ORAL","20191001","","ANDA","ANDA040657","A-S Medication Solutions","200","mg/1","","N","20241231"
"3091","MICONAZOLE NITRATE","Miconazole Nitrate","50090560700","Azole Antifungal [EPC], Azoles [CS]","50090-5607","50090-5607-0","50090-5607_5832c1ef-9d62-42ca-a90f-dc6748fb17cf","HUMAN OTC DRUG","Miconazole Nitrate","","CREAM","TOPICAL","20210629","","OTC MONOGRAPH DRUG","M005","A-S Medication Solutions","20","mg/g","","N","20241231"
"3092","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562100","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-0","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3093","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562101","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-1","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3094","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562103","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-3","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3095","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562104","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-4","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3096","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562105","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-5","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3097","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562107","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-7","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3098","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","50090562108","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5621","50090-5621-8","50090-5621_aae24572-c3f8-4e8e-9f06-521a7937ab2e","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20040609","","ANDA","ANDA075593","A-S Medication Solutions","500","mg/1","","N","20241231"
"3099","OFLOXACIN","Ofloxacin Otic","50090567000","Quinolone Antimicrobial [EPC], Quinolones [CS]","50090-5670","50090-5670-0","50090-5670_8465d7c3-7bb5-409f-9798-b2b55c5a4030","HUMAN PRESCRIPTION DRUG","Ofloxacin","","SOLUTION","AURICULAR (OTIC)","20200317","","ANDA","ANDA211525","A-S Medication Solutions","3","mg/mL","","N","20251231"
"3100","MICONAZOLE NITRATE","Miconazole Nitrate","50090567400","Azole Antifungal [EPC], Azoles [CS]","50090-5674","50090-5674-0","50090-5674_d80e0a1c-83db-44b9-94b6-5e2e83c630d5","HUMAN OTC DRUG","Miconazole Nitrate","","CREAM","TOPICAL","20210629","","OTC MONOGRAPH DRUG","M005","A-S Medication Solutions","20","mg/g","","N","20241231"
"3101","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090567900","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5679","50090-5679-0","50090-5679_d3f5652b-4149-4b50-a9e3-c38972af2800","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3102","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090567901","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5679","50090-5679-1","50090-5679_d3f5652b-4149-4b50-a9e3-c38972af2800","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3103","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090567902","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5679","50090-5679-2","50090-5679_d3f5652b-4149-4b50-a9e3-c38972af2800","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3104","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090567903","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5679","50090-5679-3","50090-5679_d3f5652b-4149-4b50-a9e3-c38972af2800","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3105","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090567905","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5679","50090-5679-5","50090-5679_d3f5652b-4149-4b50-a9e3-c38972af2800","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3106","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090567907","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5679","50090-5679-7","50090-5679_d3f5652b-4149-4b50-a9e3-c38972af2800","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3107","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090568002","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5680","50090-5680-2","50090-5680_1975a56c-cdd2-4c69-8d86-f728862ab56c","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3108","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090568200","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5682","50090-5682-0","50090-5682_2ce53b00-a0cf-456d-9d9a-ed9c91780c31","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3109","SULFAMETHOXAZOLE; TRIMETHOPRIM","Sulfamethoxazole and Trimethoprim","50090568201","Cytochrome P450 2C8 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Dihydrofolate Reductase Inhibitor Antibacterial [EPC], Dihydrofolate Reductase Inhibitors [MoA], Organic Cation Transporter 2 Inhibitors [MoA], Sulfonamide Antimicrobial [EPC], Sulfonamides [CS]","50090-5682","50090-5682-1","50090-5682_2ce53b00-a0cf-456d-9d9a-ed9c91780c31","HUMAN PRESCRIPTION DRUG","Sulfamethoxazole and Trimethoprim","","TABLET","ORAL","20100216","","ANDA","ANDA090624","A-S Medication Solutions","800; 160","mg/1; mg/1","","N","20241231"
"3110","METRONIDAZOLE","Metronidazole","50090568700","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5687","50090-5687-0","50090-5687_2e7fc983-d9f5-48ed-befc-fa6d90b32d52","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3111","METRONIDAZOLE","Metronidazole","50090568703","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5687","50090-5687-3","50090-5687_2e7fc983-d9f5-48ed-befc-fa6d90b32d52","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3112","METRONIDAZOLE","Metronidazole","50090568704","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5687","50090-5687-4","50090-5687_2e7fc983-d9f5-48ed-befc-fa6d90b32d52","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3113","METRONIDAZOLE","Metronidazole","50090568706","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5687","50090-5687-6","50090-5687_2e7fc983-d9f5-48ed-befc-fa6d90b32d52","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3114","METRONIDAZOLE","Metronidazole","50090568709","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5687","50090-5687-9","50090-5687_2e7fc983-d9f5-48ed-befc-fa6d90b32d52","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3115","METRONIDAZOLE","Metronidazole","50090568800","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5688","50090-5688-0","50090-5688_9a6ee7b9-8c85-4e90-beaa-60d38a8b67c8","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3116","METRONIDAZOLE","Metronidazole","50090568801","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5688","50090-5688-1","50090-5688_9a6ee7b9-8c85-4e90-beaa-60d38a8b67c8","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3117","METRONIDAZOLE","Metronidazole","50090568802","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5688","50090-5688-2","50090-5688_9a6ee7b9-8c85-4e90-beaa-60d38a8b67c8","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","500","mg/1","","N","20241231"
"3118","METRONIDAZOLE","Metronidazole","50090569100","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5691","50090-5691-0","50090-5691_92d7f3e6-cbfc-49e1-937f-1968c988c21d","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","250","mg/1","","N","20241231"
"3119","METRONIDAZOLE","Metronidazole","50090569101","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5691","50090-5691-1","50090-5691_92d7f3e6-cbfc-49e1-937f-1968c988c21d","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","250","mg/1","","N","20241231"
"3120","METRONIDAZOLE","Metronidazole","50090569102","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","50090-5691","50090-5691-2","50090-5691_92d7f3e6-cbfc-49e1-937f-1968c988c21d","HUMAN PRESCRIPTION DRUG","Metronidazole","","TABLET","ORAL","20150529","","ANDA","ANDA203974","A-S Medication Solutions","250","mg/1","","N","20241231"
"3121","NITROFURANTOIN","Nitrofurantion","50090569300","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","50090-5693","50090-5693-0","50090-5693_e06435c7-1faf-4915-ad61-8b431cf3a53c","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","A-S Medication Solutions","100","mg/1","","N","20241231"
"3122","NITROFURANTOIN","Nitrofurantion","50090569302","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","50090-5693","50090-5693-2","50090-5693_e06435c7-1faf-4915-ad61-8b431cf3a53c","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","A-S Medication Solutions","100","mg/1","","N","20241231"
"3123","NITROFURANTOIN","Nitrofurantion","50090569303","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","50090-5693","50090-5693-3","50090-5693_e06435c7-1faf-4915-ad61-8b431cf3a53c","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","A-S Medication Solutions","100","mg/1","","N","20241231"
"3124","RIFAMPIN","rifampin","50090570900","Rifamycin Antibacterial [EPC], Rifamycins [CS]","50090-5709","50090-5709-0","50090-5709_df7c7de7-f8e3-4351-898d-008666993296","HUMAN PRESCRIPTION DRUG","rifampin","","CAPSULE","ORAL","20140108","","ANDA","ANDA090034","A-S Medication Solutions","300","mg/1","","N","20241231"
"3125","RIFAMPIN","rifampin","50090570903","Rifamycin Antibacterial [EPC], Rifamycins [CS]","50090-5709","50090-5709-3","50090-5709_df7c7de7-f8e3-4351-898d-008666993296","HUMAN PRESCRIPTION DRUG","rifampin","","CAPSULE","ORAL","20140108","","ANDA","ANDA090034","A-S Medication Solutions","300","mg/1","","N","20241231"
"3126","FLUCONAZOLE","Fluconazole","50090576400","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","50090-5764","50090-5764-0","50090-5764_d02789c9-d0d8-4d32-8b97-be24c2b26e44","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20201120","","ANDA","ANDA077253","A-S Medication Solutions","150","mg/1","","N","20241231"
"3127","FLUCONAZOLE","Fluconazole","50090576401","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","50090-5764","50090-5764-1","50090-5764_d02789c9-d0d8-4d32-8b97-be24c2b26e44","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20201120","","ANDA","ANDA077253","A-S Medication Solutions","150","mg/1","","N","20241231"
"3128","FLUCONAZOLE","Fluconazole","50090576402","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","50090-5764","50090-5764-2","50090-5764_d02789c9-d0d8-4d32-8b97-be24c2b26e44","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20201120","","ANDA","ANDA077253","A-S Medication Solutions","150","mg/1","","N","20241231"
